# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T01:52:52Z
# N: 10000000  M: 9 (converged=false, min=8, max=20)  mode: inmemory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
step,P_vac,dS_vac,P_def,dS_def,P_Gen1,dS_Gen1,P_Gen2,dS_Gen2,P_Gen3,dS_Gen3,P_Anti1,dS_Anti1,Flux_Attr,Flux_Repu,Flux_Attr_Norm,Flux_Repu_Norm,P_Sterile,dS_Sterile,Mass_Gen1,Mass_Gen2,Mass_Gen3,Mass_Anti1,dS_vac_std,dS_def_std,dS_Gen1_std,dS_Gen2_std,dS_Gen3_std,dS_Anti1_std,dS_Sterile_std,Flux_Attr_std,Flux_Repu_std
1,4.999980445195349e-1,1.9490,5.000933436378265e-1,1.9402,5.666825685495902e-1,2.0811,4.946225644088700e-1,1.9417,4.982502995031792e-1,1.9714,5.307421083016568e-1,1.9536,1.4756132690991304e-2,4.406175031152343e-2,6.157182981267089e-8,6.971986452068452e-7,5.157468535753205e-1,1.9184,4.55,6.53,7.73,4.45,0.000187,0.026349,0.535385,0.034848,0.078113,0.009567,0.102296,1.0666877703076208e-3,5.587112906091078e-4
2,2.544594065365667e-1,2.4300,2.552831693485192e-1,2.4235,2.754865330902944e-1,2.5056,2.523568740409379e-1,2.4423,2.516098500644680e-1,2.4091,2.696772397391574e-1,2.4632,1.6948565973943914e-2,8.499584813970503e-3,7.073238672405244e-8,1.3448233076975223e-7,2.652696466408073e-1,2.4259,4.55,6.53,7.73,4.45,0.000476,0.019411,0.276017,0.015525,0.086240,0.110908,0.032811,8.556283162660968e-4,3.5971068828520065e-4
3,1.316043463930985e-1,3.7545,1.320995523771887e-1,3.7529,1.430912410228405e-1,3.9314,1.293090819154058e-1,3.7766,1.326581225135754e-1,3.7569,1.371674361140929e-1,3.8106,1.6952992936808523e-2,8.219817844684361e-3,7.07532910213222e-8,1.3007743059098884e-7,1.360531804770298e-1,3.8553,4.55,6.53,7.73,4.45,0.000865,0.004766,67.114956,0.022110,0.067828,0.175229,0.252240,6.576684571479225e-4,3.6145201414488883e-4
4,6.926420692112090e-2,4.9602,6.952675517260137e-2,4.9577,7.052845428502469e-2,5.2308,6.816912085468708e-2,5.0014,6.843072048460924e-2,5.0285,7.199217385975015e-2,5.1519,1.6749818904573027e-2,8.273348649063813e-3,6.99120722884341e-8,1.3090368742468662e-7,6.972826142723568e-2,5.0136,4.55,6.53,7.73,4.45,0.002842,0.003779,90.331432,0.041676,0.181386,1.014764,0.126719,6.452768017247781e-4,3.8347211301214114e-4
5,3.707349859987598e-2,6.0607,3.723647289721852e-2,6.0454,3.761717584504123e-2,6.1147,3.604540712464921e-2,6.0819,3.672433342119227e-2,6.2391,3.679402237151745e-2,6.1455,1.6448956352826435e-2,8.280449397535115e-3,6.865466050366028e-8,1.3097197245308803e-7,3.780754933134280e-2,6.0641,4.55,6.53,7.73,4.45,0.004416,0.039364,2.163553,0.059583,0.788458,0.254926,0.065864,7.375094592759379e-4,4.8580621149524106e-4
6,2.027184378342094e-2,7.0391,2.041164952599154e-2,6.9499,2.041713415868648e-2,7.1786,1.986552503154374e-2,6.9326,1.931648790414246e-2,7.1470,2.071089380454879e-2,6.5478,1.6394352325518533e-2,8.241560517391928e-3,6.842554250822751e-8,1.3035754875033536e-7,2.039330372186259e-2,6.5022,4.55,6.53,7.73,4.45,0.007565,0.243722,2.547029,0.448645,0.415698,2.377117,1.298992,6.62474604599111e-4,3.98468241810062e-4
7,1.134388661697613e-2,7.8681,1.156593086825466e-2,7.7006,1.124318828598984e-2,7.8939,1.122864624262402e-2,7.4029,1.103489865079733e-2,7.6788,1.222844507257288e-2,7.3853,1.6629923764888945e-2,8.113929963823492e-3,6.941063439746916e-8,1.283442718596515e-7,1.266207322050595e-2,6.5546,4.55,6.53,7.73,4.45,0.010215,0.416407,2.815288,1.201194,1.047694,1.702417,2.690085,7.537685367573012e-4,4.215148103964164e-4
8,6.536948981159123e-3,8.4870,6.742563307791202e-3,8.7540,6.559438493358898e-3,8.4897,6.849284390912042e-3,8.8315,6.400877328025615e-3,8.5634,7.158874952271200e-3,8.6047,1.6698607986167926e-2,8.109695312912083e-3,6.969575491005877e-8,1.2828884786576055e-7,7.943795245479508e-3,9.5232,4.55,6.53,7.73,4.45,0.022263,0.775036,3.017088,0.722036,0.168055,0.213364,2.308957,6.761883799219727e-4,4.2999580517332446e-4
9,3.904872275126857e-3,8.9541,3.849963272521446e-3,9.4352,3.868893247007794e-3,9.1925,3.701463269257739e-3,9.7252,3.762228419163621e-3,10.0035,4.147592533315707e-3,10.3959,1.6597212428589865e-2,8.16347055504634e-3,6.926887132218454e-8,1.2914376843048206e-7,3.826486867816707e-3,10.4045,4.55,6.53,7.73,4.45,0.042294,1.328951,3.359830,1.558089,198.668027,200.330031,2.444721,7.344773890725605e-4,2.9124401625091e-4
10,2.407152009807268e-3,9.1044,2.353109640589801e-3,9.3522,2.352025595933030e-3,9.3180,2.314256482097326e-3,8.7827,2.096628009879082e-3,10.1076,2.244469176303133e-3,10.4147,1.6372923404292083e-2,8.260684816427749e-3,6.833213363208707e-8,1.3070069728005793e-7,2.488153988581275e-3,7.9539,4.55,6.53,7.73,4.45,0.055610,0.723469,3.328678,1.225345,218.832853,220.725971,3.136729,8.278747700851748e-4,2.3629173697616008e-4
11,1.566328741865201e-3,8.8737,1.506383821527920e-3,8.7744,1.518984753335221e-3,8.9523,1.533439802229899e-3,9.6639,1.364594182815032e-3,8.7705,1.458732762491517e-3,9.0288,1.6477903584434742e-2,8.187574097683205e-3,6.876941410975953e-8,1.29545788568307e-7,1.722699819929346e-3,10.6535,4.55,6.53,7.73,4.45,0.091909,0.443767,3.280951,2.921292,3.129003,3.252897,241.775311,5.389846197466048e-4,2.0147607075183708e-4
12,1.071981058149589e-3,8.5752,1.057448282874826e-3,7.8052,1.039952859189667e-3,8.5830,9.589856351389018e-4,9.3692,9.425252631828861e-4,8.5950,9.854989516397772e-4,8.5072,1.6522657126529304e-2,8.175006814439053e-3,6.89546574175645e-8,1.2935214262341637e-7,9.421074540408023e-4,11.5612,4.55,6.53,7.73,4.45,0.110779,2.390548,3.678060,2.699935,3.155718,3.079785,263.902361,3.9674436926482237e-4,1.746693441258153e-4
13,7.652706136084375e-4,8.0726,7.848698609973378e-4,7.8520,7.416581517202721e-4,7.6626,7.011258421263703e-4,7.5547,6.656049609467289e-4,8.5491,7.167617778202005e-4,7.8149,1.652412263623603e-2,8.113559503674494e-3,6.895819158973718e-8,1.2839486900876103e-7,6.558768286280711e-4,8.1253,4.55,6.53,7.73,4.45,0.182334,0.708437,3.269684,2.779637,3.163773,2.904808,2.953538,5.158570638271383e-4,2.2221022211018688e-4
14,5.754001268573509e-4,7.2154,5.773306082824197e-4,7.5281,5.761310389612663e-4,7.4916,5.357103679953739e-4,6.8161,4.876686777725841e-4,7.8204,5.395911919107974e-4,7.1974,1.6705269804579228e-2,8.127610909548675e-3,6.971477437628785e-8,1.2862886841887712e-7,5.036401911358337e-4,7.1363,4.55,6.53,7.73,4.45,0.165047,0.856884,4.213422,2.586545,2.902925,3.221372,2.773870,5.260744489768363e-4,3.345183043774683e-4
15,4.566713527089448e-4,6.4318,4.580046348442442e-4,6.0951,4.339212237362281e-4,6.1162,4.305201507716275e-4,6.1830,3.803707037489606e-4,6.7671,4.282756081179060e-4,6.3531,1.6701849269905034e-2,8.05038561053961e-3,6.970204950989343e-8,1.2740611812918703e-7,3.936138831794882e-4,6.9512,4.55,6.53,7.73,4.45,0.197268,1.081930,2.961556,2.401346,2.739634,2.706853,2.670293,5.405935269925592e-4,3.000427291188297e-4
16,3.745189518055840e-4,5.9244,3.843185755000342e-4,6.3977,3.829801870623770e-4,4.2163,3.545251096160924e-4,8.4194,3.103891728251570e-4,5.0457,3.530614735515443e-4,5.2998,1.679351930334413e-2,8.001100280603505e-3,7.008622760315449e-8,1.2663390193684378e-7,3.166390128492681e-4,5.6851,4.55,6.53,7.73,4.45,0.228087,1.764470,3.724250,344.174404,2.036209,2.220864,2.554809,4.247190762410229e-4,4.3744409888998506e-4
17,3.151990074692243e-4,5.1599,3.068937708347555e-4,6.1574,3.332866292795298e-4,5.5951,2.541924851145550e-4,8.5945,2.773770606804732e-4,4.7250,3.073842046780808e-4,5.6427,1.704297941198052e-2,7.92894106908704e-3,7.112708879238553e-8,1.254776365033317e-7,2.757758065055539e-4,5.9389,4.55,6.53,7.73,4.45,0.250659,2.159675,6.013433,365.868122,2.090394,3.103447,2.474833,4.320710263439551e-4,3.4550062212617436e-4
18,2.763782759630919e-4,4.7270,2.674286196298951e-4,5.4991,2.754705669580405e-4,5.3959,2.137129322965483e-4,5.3135,2.349945644207984e-4,5.0695,2.532398947761388e-4,7.0313,1.74551101471951e-2,7.976649277175264e-3,7.284526390340081e-8,1.2623606860014934e-7,2.231868737012083e-4,6.1613,4.55,6.53,7.73,4.45,0.199463,2.546480,5.544643,2.033834,2.198423,4.330787,3.295538,7.384333089618017e-4,3.1234170290867733e-4
19,2.423351387751154e-4,4.6203,2.260329869999659e-4,3.7964,2.468841297430279e-4,4.1059,1.891601011100235e-4,4.1619,2.092335825333540e-4,4.3389,2.079021993448550e-4,6.6005,1.865535615757648e-2,7.98201553374096e-3,7.784852635513818e-8,1.263245000865056e-7,1.957695657901570e-4,4.0461,4.55,6.53,7.73,4.45,0.306312,1.481200,5.234253,1.695402,1.865151,4.128116,1.876860,1.1969297940086752e-3,3.8433345858449985e-4
20,2.166694576706032e-4,4.4006,2.189527033273033e-4,2.3491,2.218900983321763e-4,6.9330,1.716370507700538e-4,3.6232,1.869775812920490e-4,5.3801,1.788630802658714e-4,3.6682,2.100215858341356e-2,7.803787968138128e-3,8.763816999775805e-8,1.2348298884490137e-7,1.803424655766210e-4,5.1285,4.55,6.53,7.73,4.45,0.308007,5.969834,5.670513,1.591732,2.533941,3.402067,3.728974,1.962452945335065e-3,3.185145135089222e-4
21,1.944369780644868e-4,4.1510,2.009645051852231e-4,5.2826,1.745095164441195e-4,7.4078,1.577930114295593e-4,4.2091,1.598474712286935e-4,5.4300,1.730365069973666e-4,3.5175,2.5306241538477433e-2,7.537635653635875e-3,1.0559154525629465e-7,1.1928106966517077e-7,1.514564702044000e-4,5.3839,4.55,6.53,7.73,4.45,0.648498,3.454666,6.053126,1.643531,2.920076,4.011584,3.234063,3.1039652267206568e-3,4.8381935280090066e-4
22,1.777820620577059e-4,3.5301,1.702240189532278e-4,3.6100,1.558917969594467e-4,4.0384,1.404423927489723e-4,5.0193,1.443475136979865e-4,-21.0240,1.512591787177808e-4,2.8435,3.2574600241733746e-2,7.3367580842874e-3,1.3591346339589255e-7,1.1608171999266117e-7,1.395312744728361e-4,4.6929,4.55,6.53,7.73,4.45,0.614302,1.468548,13.531821,2.287518,483.861277,4.709065,2.892617,4.368136845535152e-3,4.0091190121371704e-4
