# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
8117,62,617,2280,0.270614,0.010767
27534,443,3665,19919,0.183995,0.007321
606,2,97,97,1.000000,0.039789
2308,13,43,447,0.096197,0.003828
34446,498,3973,19061,0.208436,0.008293
7539,78,528,3135,0.168421,0.006701
4757,45,344,2256,0.152482,0.006067
54846,928,7256,36632,0.198078,0.007881
40520,542,5454,21775,0.250471,0.009966
6145,65,327,3087,0.105928,0.004215
4057,24,397,905,0.438674,0.017454
12509,140,1101,6693,0.164500,0.006545
2746,11,185,775,0.238710,0.009498
19328,311,2324,14314,0.162359,0.006460
3644,22,179,675,0.265185,0.010551
15233,114,1526,4031,0.378566,0.015063
33052,579,4710,24519,0.192096,0.007643
40799,735,5614,34658,0.161983,0.006445
5901,24,548,1037,0.528447,0.021026
9815,140,1090,6080,0.179276,0.007133
36088,644,4747,30816,0.154043,0.006129
45104,801,5847,37552,0.155704,0.006195
3561,3,53,89,0.595506,0.023694
1633,5,15,131,0.114504,0.004556
3644,20,338,640,0.528125,0.021013
1183,4,9,145,0.062069,0.002470
5438,51,291,1979,0.147044,0.005851
81089,1683,13312,73957,0.179996,0.007162
1739,12,159,329,0.483283,0.019229
3712,27,183,1014,0.180473,0.007181
1468,2,10,34,0.294118,0.011703
132529,3020,22779,132346,0.172117,0.006848
3269,10,140,248,0.564516,0.022461
16042,257,1776,11516,0.154220,0.006136
12454,144,1013,6310,0.160539,0.006388
13675,176,1185,7707,0.153756,0.006118
10185,127,892,5870,0.151959,0.006046
5641,66,425,2390,0.177824,0.007075
15487,155,1277,6155,0.207474,0.008255
11271,120,1112,4492,0.247551,0.009850
33368,609,4811,29251,0.164473,0.006544
54255,971,7252,41976,0.172765,0.006874
4732,19,203,775,0.261935,0.010422
9683,62,763,1949,0.391483,0.015577
8612,98,665,4425,0.150282,0.005980
52463,1001,7439,46854,0.158770,0.006317
4566,30,518,1212,0.427393,0.017005
2064,8,69,216,0.319444,0.012710
1050,1,25,25,1.000000,0.039789
21386,272,2489,11805,0.210843,0.008389
20613,237,1950,9100,0.214286,0.008526
58706,1206,9583,55932,0.171333,0.006817
10216,114,1028,4687,0.219330,0.008727
10112,92,860,4522,0.190181,0.007567
1755,4,85,97,0.876289,0.034866
2205,12,132,204,0.647059,0.025746
9403,107,916,4668,0.196230,0.007808
76315,1693,12411,80595,0.153992,0.006127
21536,330,2569,15417,0.166634,0.006630
4977,33,270,1541,0.175211,0.006971
3120,25,128,807,0.158612,0.006311
2731,17,119,798,0.149123,0.005933
5084,25,212,966,0.219462,0.008732
18682,286,2135,13548,0.157588,0.006270
61868,1296,9882,58369,0.169302,0.006736
2804,15,102,665,0.153383,0.006103
71929,1145,12896,43676,0.295265,0.011748
76928,1666,12418,77183,0.160890,0.006402
4253,44,414,2057,0.201264,0.008008
89499,1993,15497,90370,0.171484,0.006823
19059,278,1832,12643,0.144902,0.005765
2201,13,142,628,0.226115,0.008997
24318,241,2908,8294,0.350615,0.013951
14971,209,1544,9955,0.155098,0.006171
17194,216,1615,9818,0.164494,0.006545
51374,900,6562,38285,0.171399,0.006820
5726,27,372,742,0.501348,0.019948
5460,52,545,2647,0.205893,0.008192
10368,72,454,2909,0.156067,0.006210
7169,54,824,2204,0.373866,0.014876
6365,59,723,2953,0.244836,0.009742
3867,33,256,1440,0.177778,0.007074
10388,81,1238,3139,0.394393,0.015692
100075,2214,16088,104539,0.153895,0.006123
1272,5,79,79,1.000000,0.039789
45327,943,7276,43633,0.166755,0.006635
2166,4,91,91,1.000000,0.039789
13282,168,1220,7276,0.167675,0.006672
61276,1275,9917,60335,0.164366,0.006540
71319,1226,12196,50220,0.242851,0.009663
4871,20,258,529,0.487713,0.019405
15782,235,1722,11745,0.146616,0.005834
751,1,1,9,0.111111,0.004421
50515,1013,7768,48117,0.161440,0.006423
2115,10,110,228,0.482456,0.019196
52726,1075,7987,50332,0.158686,0.006314
10916,139,841,5690,0.147803,0.005881
1645,8,82,274,0.299270,0.011908
8115,86,704,3803,0.185117,0.007366
332,1,1,225,0.004444,0.000177
2057,4,54,102,0.529412,0.021065
2878,9,182,359,0.506964,0.020171
60546,1328,10239,59865,0.171035,0.006805
2620,18,110,954,0.115304,0.004588
42808,748,6701,33700,0.198843,0.007912
61771,1276,9785,56948,0.171823,0.006837
1142,11,262,262,1.000000,0.039789
162010,4152,31374,189447,0.165608,0.006589
3687,30,256,1778,0.143982,0.005729
1916,10,135,299,0.451505,0.017965
71035,1528,11004,71122,0.154720,0.006156
72937,1673,12069,76969,0.156803,0.006239
685,1,16,16,1.000000,0.039789
25598,247,2806,8499,0.330156,0.013137
13566,202,1557,9295,0.167509,0.006665
10345,78,1053,3030,0.347525,0.013828
4702,20,460,571,0.805604,0.032054
14570,123,1624,4412,0.368087,0.014646
15290,211,1835,10093,0.181809,0.007234
2712,8,76,325,0.233846,0.009304
649,2,18,18,1.000000,0.039789
5134,35,167,1377,0.121278,0.004826
4667,19,158,1042,0.151631,0.006033
63086,1355,9707,61984,0.156605,0.006231
46955,780,6890,34957,0.197099,0.007842
26204,407,3244,20612,0.157384,0.006262
1250,2,25,61,0.409836,0.016307
2361,14,60,620,0.096774,0.003851
13710,190,1530,8274,0.184917,0.007358
122645,3002,22732,138398,0.164251,0.006535
51281,1051,8091,48613,0.166437,0.006622
2969,8,167,254,0.657480,0.026160
10651,98,1108,4069,0.272303,0.010835
97087,2265,16546,105050,0.157506,0.006267
2431,18,103,756,0.136243,0.005421
33767,646,4460,30021,0.148563,0.005911
489,1,36,36,1.000000,0.039789
1466,4,14,70,0.200000,0.007958
58550,1162,9527,52677,0.180857,0.007196
655,1,9,9,1.000000,0.039789
27372,412,3634,17933,0.202643,0.008063
12698,97,1302,3625,0.359172,0.014291
79736,1672,13928,77033,0.180806,0.007194
1302,6,16,140,0.114286,0.004547
37387,663,5180,29165,0.177610,0.007067
1091,1,9,25,0.360000,0.014324
328,1,1,9,0.111111,0.004421
11455,141,1343,5810,0.231153,0.009197
4094,36,216,1136,0.190141,0.007565
11289,141,751,6431,0.116778,0.004646
37210,702,5852,32817,0.178322,0.007095
8422,115,1071,5474,0.195652,0.007785
1855,8,69,222,0.310811,0.012367
4737,42,359,2371,0.151413,0.006025
6613,61,423,2688,0.157366,0.006261
48441,984,7213,44594,0.161748,0.006436
1629,6,19,209,0.090909,0.003617
1587,4,2,66,0.030303,0.001206
70374,1518,11757,71380,0.164710,0.006554
8094,91,546,3975,0.137358,0.005465
1245,3,14,146,0.095890,0.003815
57678,1181,8348,53684,0.155503,0.006187
5314,36,404,1412,0.286119,0.011384
554,2,1,45,0.022222,0.000884
1781,8,33,424,0.077830,0.003097
75940,1323,12945,55332,0.233951,0.009309
152,1,64,64,1.000000,0.039789
388,1,9,9,1.000000,0.039789
246853,6780,51148,311142,0.164388,0.006541
395,1,16,16,1.000000,0.039789
8943,91,859,4798,0.179033,0.007123
390,1,25,81,0.308642,0.012280
8169,92,693,4240,0.163443,0.006503
14281,164,1466,7390,0.198376,0.007893
1117,3,83,83,1.000000,0.039789
8583,97,793,3977,0.199397,0.007934
16741,275,2086,12246,0.170341,0.006778
4522,37,201,1579,0.127296,0.005065
8810,104,716,4727,0.151470,0.006027
790,1,9,121,0.074380,0.002959
4058,28,313,1431,0.218728,0.008703
8082,88,692,3984,0.173695,0.006911
2678,4,33,93,0.354839,0.014119
38747,752,6248,34342,0.181935,0.007239
17199,176,1583,6712,0.235846,0.009384
15974,172,1172,7056,0.166100,0.006609
10797,116,1121,4760,0.235504,0.009370
35384,681,5134,32261,0.159140,0.006332
1272,2,2,74,0.027027,0.001075
27476,484,3372,21651,0.155743,0.006197
8536,98,1012,4663,0.217028,0.008635
2705,17,262,915,0.286339,0.011393
12293,192,1146,7624,0.150315,0.005981
11590,133,666,5960,0.111745,0.004446
4408,23,245,767,0.319426,0.012710
2103,10,47,274,0.171533,0.006825
11711,133,1268,5178,0.244882,0.009744
19805,312,2293,14299,0.160361,0.006381
11903,136,822,5641,0.145719,0.005798
4110,27,182,1137,0.160070,0.006369
12720,182,1240,7493,0.165488,0.006585
26621,466,3038,20459,0.148492,0.005908
5931,68,438,3480,0.125862,0.005008
1963,7,36,301,0.119601,0.004759
429,1,0,16,0.000000,0.000000
2291,14,68,709,0.095910,0.003816
71087,1514,11513,69690,0.165203,0.006573
5228,37,285,1874,0.152081,0.006051
33899,564,4984,24264,0.205407,0.008173
159955,3876,29149,176080,0.165544,0.006587
2917,18,498,593,0.839798,0.033414
2733,13,85,463,0.183585,0.007305
14416,183,1457,8586,0.169695,0.006752
26373,410,3057,18095,0.168942,0.006722
4390,29,140,871,0.160735,0.006395
1548,8,87,159,0.547170,0.021771
94694,2225,16678,104279,0.159936,0.006364
1143,4,66,138,0.478261,0.019029
3741,19,110,1086,0.101289,0.004030
26122,338,5517,10643,0.518369,0.020625
31714,354,3625,14758,0.245629,0.009773
15962,223,1928,10927,0.176444,0.007020
4867,41,346,2140,0.161682,0.006433
4716,31,405,1850,0.218919,0.008711
32723,590,4043,27035,0.149547,0.005950
10953,88,963,3413,0.282156,0.011227
234357,5588,44033,245929,0.179048,0.007124
1913,12,75,499,0.150301,0.005980
45406,799,6087,35524,0.171349,0.006818
14986,196,1541,8347,0.184617,0.007346
5070,33,436,1108,0.393502,0.015657
113060,2719,20088,124178,0.161768,0.006437
1342,5,57,162,0.351852,0.014000
2011,7,63,206,0.305825,0.012168
6689,33,346,797,0.434128,0.017273
86741,1914,14649,89134,0.164348,0.006539
3522,16,161,361,0.445983,0.017745
1559,9,42,394,0.106599,0.004241
787,1,1,25,0.040000,0.001592
1050,2,4,185,0.021622,0.000860
2503,9,54,386,0.139896,0.005566
2180,5,110,194,0.567010,0.022561
33148,623,4798,27918,0.171860,0.006838
78594,1746,13348,81408,0.163964,0.006524
21200,309,2104,13490,0.155967,0.006206
44957,913,7452,42623,0.174835,0.006956
1185,1,4,36,0.111111,0.004421
1834,4,18,165,0.109091,0.004341
6209,33,518,730,0.709589,0.028234
28690,453,3189,20124,0.158468,0.006305
10666,113,1096,5029,0.217936,0.008671
1319,2,13,164,0.079268,0.003154
1330,6,13,201,0.064677,0.002573
64811,1327,10156,62776,0.161782,0.006437
3468,21,234,918,0.254902,0.010142
1729,4,26,66,0.393939,0.015674
29610,386,4373,15935,0.274427,0.010919
1028,1,25,25,1.000000,0.039789
4221,31,199,1530,0.130065,0.005175
14975,199,1283,9449,0.135782,0.005403
4278,39,232,1092,0.212454,0.008453
579,2,18,58,0.310345,0.012348
423,1,16,36,0.444444,0.017684
785,1,1,25,0.040000,0.001592
8573,83,760,3427,0.221768,0.008824
1081,1,25,49,0.510204,0.020300
4144,27,217,1426,0.152174,0.006055
583,1,0,36,0.000000,0.000000
4103,23,340,879,0.386803,0.015390
13525,177,1206,8396,0.143640,0.005715
2962,19,133,656,0.202744,0.008067
26164,374,5055,13454,0.375725,0.014950
4607,32,573,738,0.776423,0.030893
51879,885,7035,39922,0.176219,0.007012
4034,13,186,406,0.458128,0.018228
11317,91,1140,3217,0.354367,0.014100
13915,149,1124,5523,0.203513,0.008098
7034,43,590,1630,0.361963,0.014402
5332,51,373,2791,0.133644,0.005318
4364,28,265,1063,0.249294,0.009919
2880,17,116,557,0.208259,0.008286
31652,485,4400,20879,0.210738,0.008385
1753,2,8,145,0.055172,0.002195
15835,163,1729,7468,0.231521,0.009212
2464,12,81,373,0.217158,0.008640
11954,139,1248,6782,0.184017,0.007322
6822,18,233,902,0.258315,0.010278
3476,20,345,678,0.508850,0.020246
53221,1039,8481,45937,0.184622,0.007346
5748,48,532,1835,0.289918,0.011535
939,1,81,121,0.669421,0.026635
1846,9,89,397,0.224181,0.008920
17941,263,1720,11438,0.150376,0.005983
15218,215,1730,9613,0.179965,0.007161
122490,3030,23338,139234,0.167617,0.006669
15120,174,1980,6855,0.288840,0.011493
115354,2683,20327,123496,0.164596,0.006549
6601,49,340,2397,0.141844,0.005644
1575,7,28,212,0.132075,0.005255
5156,47,349,2243,0.155595,0.006191
32012,390,3105,16974,0.182927,0.007278
480,1,1,25,0.040000,0.001592
8503,85,910,3637,0.250206,0.009955
13985,188,1438,8331,0.172608,0.006868
2080,13,104,366,0.284153,0.011306
668,2,9,97,0.092784,0.003692
14674,167,1265,6460,0.195820,0.007791
1936,8,97,621,0.156200,0.006215
3515,23,142,795,0.178616,0.007107
5255,23,303,759,0.399209,0.015884
4833,38,411,1401,0.293362,0.011672
7882,96,683,4322,0.158029,0.006288
1121,2,29,145,0.200000,0.007958
18555,279,2390,12328,0.193868,0.007714
10538,72,840,3116,0.269576,0.010726
41472,885,6739,38739,0.173959,0.006922
56348,1229,9082,56246,0.161469,0.006425
24431,423,3054,19900,0.153467,0.006106
3353,20,190,961,0.197711,0.007867
135712,3340,26032,152574,0.170619,0.006789
9142,93,728,4389,0.165869,0.006600
137,1,16,16,1.000000,0.039789
627,1,4,36,0.111111,0.004421
54590,1106,7789,51048,0.152582,0.006071
559,1,16,16,1.000000,0.039789
2799,7,20,320,0.062500,0.002487
852,1,4,144,0.027778,0.001105
12606,166,1109,6569,0.168823,0.006717
45667,862,7109,39238,0.181176,0.007209
6224,61,587,3000,0.195667,0.007785
39855,707,5195,31642,0.164181,0.006533
12210,113,1227,3324,0.369134,0.014687
33830,575,4196,25980,0.161509,0.006426
8373,97,647,4655,0.138990,0.005530
8240,80,609,3317,0.183600,0.007305
509,1,1,49,0.020408,0.000812
2226,7,121,169,0.715976,0.028488
3076,10,80,238,0.336134,0.013374
619,1,25,25,1.000000,0.039789
1527,4,78,194,0.402062,0.015998
297,1,4,16,0.250000,0.009947
64883,1464,10785,65685,0.164193,0.006533
4239,24,426,858,0.496503,0.019755
2580,12,74,590,0.125424,0.004990
29602,498,3725,23959,0.155474,0.006186
3959,14,93,405,0.229630,0.009137
85951,2036,15789,94652,0.166811,0.006637
3576,15,294,921,0.319218,0.012701
5202,45,293,1852,0.158207,0.006295
12298,165,1362,7111,0.191534,0.007621
4088,28,198,956,0.207113,0.008241
16771,238,2069,10841,0.190850,0.007594
268,1,1,25,0.040000,0.001592
27615,485,3206,23023,0.139252,0.005541
6270,66,290,2718,0.106696,0.004245
2834,12,143,495,0.288889,0.011495
9369,107,688,5651,0.121748,0.004844
3114,19,159,967,0.164426,0.006542
4387,22,397,397,1.000000,0.039789
11931,92,1331,2927,0.454732,0.018093
19844,290,2699,12328,0.218933,0.008711
12647,196,1400,8338,0.167906,0.006681
65261,1448,9953,66719,0.149178,0.005936
892,3,6,122,0.049180,0.001957
22403,356,2817,16437,0.171382,0.006819
20029,276,2332,12115,0.192489,0.007659
74452,1699,12816,79940,0.160320,0.006379
8979,75,597,2951,0.202304,0.008049
55958,1136,8068,54658,0.147609,0.005873
810,2,1,61,0.016393,0.000652
2618,12,229,334,0.685629,0.027280
62352,1347,10468,62234,0.168204,0.006693
4884,28,284,1248,0.227564,0.009054
10881,90,830,3260,0.254601,0.010130
15089,153,1698,6791,0.250037,0.009949
3289,17,114,525,0.217143,0.008640
24709,395,3320,19987,0.166108,0.006609
31694,565,4338,26205,0.165541,0.006587
1191,3,14,110,0.127273,0.005064
11000,125,1028,4947,0.207803,0.008268
118384,2934,22159,134016,0.165346,0.006579
10338,120,1024,5479,0.186895,0.007436
36562,651,4821,31015,0.155441,0.006185
1206,3,35,59,0.593220,0.023603
1064,1,49,121,0.404959,0.016113
18938,263,2085,11730,0.177749,0.007072
18228,269,2041,12795,0.159515,0.006347
1689,5,28,117,0.239316,0.009522
34481,601,4667,25492,0.183077,0.007284
16789,250,1903,11869,0.160334,0.006379
40493,803,6404,36306,0.176390,0.007018
3422,11,274,478,0.573222,0.022808
4812,47,409,2007,0.203787,0.008108
2341,12,49,334,0.146707,0.005837
3625,21,213,1125,0.189333,0.007533
6017,56,582,2862,0.203354,0.008091
1444,7,158,230,0.686957,0.027333
1416,3,21,173,0.121387,0.004830
142171,3469,30114,161328,0.186663,0.007427
422,2,25,25,1.000000,0.039789
536,1,4,16,0.250000,0.009947
2948,14,90,857,0.105018,0.004179
577,1,1,25,0.040000,0.001592
6070,43,369,1980,0.186364,0.007415
21944,330,2531,15284,0.165598,0.006589
45787,916,6022,41100,0.146521,0.005830
499,1,1,25,0.040000,0.001592
18321,277,2272,12029,0.188877,0.007515
22369,394,2887,17679,0.163301,0.006498
20366,332,2462,15771,0.156109,0.006211
6596,68,700,3354,0.208706,0.008304
3910,19,104,728,0.142857,0.005684
2311,13,61,471,0.129512,0.005153
44686,822,6351,37172,0.170854,0.006798
369,1,36,36,1.000000,0.039789
7241,65,559,2557,0.218616,0.008698
2118,9,63,435,0.144828,0.005763
87350,2031,15613,94932,0.164465,0.006544
2392,11,206,251,0.820717,0.032655
31872,448,4859,17904,0.271392,0.010798
559,1,16,64,0.250000,0.009947
7521,67,298,2684,0.111028,0.004418
2178,10,162,282,0.574468,0.022857
9567,107,901,4419,0.203892,0.008113
9393,97,829,4487,0.184756,0.007351
2904,12,80,575,0.139130,0.005536
3202,18,140,651,0.215054,0.008557
24376,290,2413,10642,0.226743,0.009022
16651,209,1676,9588,0.174802,0.006955
4288,35,454,1771,0.256352,0.010200
13841,130,1810,5945,0.304458,0.012114
58681,1172,9252,56678,0.163238,0.006495
3483,11,247,479,0.515658,0.020517
32222,523,3424,21638,0.158240,0.006296
11204,149,1066,6290,0.169475,0.006743
1461,4,10,162,0.061728,0.002456
37266,746,5661,34823,0.162565,0.006468
41408,821,6029,38510,0.156557,0.006229
26724,420,3075,20101,0.152977,0.006087
112533,2497,18981,111512,0.170215,0.006773
158186,3714,28092,167422,0.167792,0.006676
32573,617,4545,27113,0.167632,0.006670
13672,167,1293,8812,0.146732,0.005838
3180,16,98,737,0.132972,0.005291
16360,164,1536,7242,0.212096,0.008439
9671,109,815,4946,0.164780,0.006556
255008,6409,48700,286049,0.170251,0.006774
111075,2386,19959,104687,0.190654,0.007586
126267,3059,23776,144682,0.164333,0.006539
880,2,17,109,0.155963,0.006206
306034,8278,62561,374297,0.167143,0.006650
3399,12,105,460,0.228261,0.009082
10177,117,792,4986,0.158845,0.006320
1990,10,91,403,0.225806,0.008985
85615,1752,13832,80617,0.171577,0.006827
8368,97,608,4596,0.132289,0.005264
37223,610,4399,27582,0.159488,0.006346
1135,2,18,18,1.000000,0.039789
17481,242,1735,10964,0.158245,0.006296
21759,223,2639,9122,0.289301,0.011511
37027,570,5113,24428,0.209309,0.008328
1499,3,20,164,0.121951,0.004852
20563,299,2699,13797,0.195622,0.007784
217,1,9,9,1.000000,0.039789
185663,4408,37002,198425,0.186479,0.007420
1987,17,126,831,0.151625,0.006033
1230,2,26,34,0.764706,0.030427
803,2,13,74,0.175676,0.006990
2555,13,188,228,0.824561,0.032808
14485,168,2523,7449,0.338703,0.013477
15518,217,1659,9926,0.167137,0.006650
20536,339,2610,14961,0.174454,0.006941
11843,112,1541,5329,0.289172,0.011506
49356,1097,8751,49808,0.175695,0.006991
733,1,16,16,1.000000,0.039789
1064,1,9,25,0.360000,0.014324
1249,4,35,155,0.225806,0.008985
7640,85,769,4308,0.178505,0.007102
38345,726,5374,33906,0.158497,0.006306
48937,978,7037,45502,0.154653,0.006153
8861,82,403,3723,0.108246,0.004307
8372,73,686,2912,0.235577,0.009373
5820,64,478,2305,0.207375,0.008251
1115,4,20,84,0.238095,0.009474
7850,85,536,3552,0.150901,0.006004
2798,17,138,575,0.240000,0.009549
1699,5,31,247,0.125506,0.004994
477,1,1,49,0.020408,0.000812
63176,1383,11189,66154,0.169136,0.006730
9230,113,881,4656,0.189218,0.007529
5784,46,471,2300,0.204783,0.008148
42176,747,7769,30849,0.251840,0.010020
2506,7,187,251,0.745020,0.029643
11516,162,1175,7397,0.158848,0.006320
1042,2,16,160,0.100000,0.003979
3618,18,322,438,0.735160,0.029251
9696,72,763,2594,0.294140,0.011703
23080,333,2283,15199,0.150207,0.005977
931,2,34,34,1.000000,0.039789
949,2,1,25,0.040000,0.001592
17360,237,1857,11879,0.156326,0.006220
85059,1484,13715,61961,0.221349,0.008807
28865,550,3517,23925,0.147001,0.005849
49185,955,7635,46342,0.164753,0.006555
218266,4947,40424,217535,0.185828,0.007394
321,2,17,130,0.130769,0.005203
19250,217,2056,8826,0.232948,0.009269
32381,586,5186,25646,0.202215,0.008046
7892,87,887,3880,0.228608,0.009096
1745,6,226,226,1.000000,0.039789
2062,4,38,50,0.760000,0.030239
1960,8,69,390,0.176923,0.007040
9075,55,1155,1502,0.768975,0.030597
148522,3713,27779,168477,0.164883,0.006560
345,1,4,36,0.111111,0.004421
2061,4,39,91,0.428571,0.017052
10666,90,2054,3245,0.632974,0.025185
395,1,1,9,0.111111,0.004421
70022,1587,11840,70227,0.168596,0.006708
2828,15,108,593,0.182125,0.007247
44849,882,6732,39490,0.170474,0.006783
1314,4,46,142,0.323944,0.012889
3177,19,129,906,0.142384,0.005665
3545,15,110,598,0.183946,0.007319
2259,7,191,222,0.860360,0.034233
2436,9,198,438,0.452055,0.017987
9858,67,1172,2170,0.540092,0.021490
12757,141,1418,5495,0.258053,0.010268
11121,125,935,6057,0.154367,0.006142
1394,5,40,256,0.156250,0.006217
2108,7,28,280,0.100000,0.003979
41492,820,6183,37951,0.162921,0.006482
3604,32,282,1326,0.212670,0.008462
22478,321,2732,14392,0.189828,0.007553
27031,495,4212,24318,0.173205,0.006892
19881,312,2667,14392,0.185311,0.007373
50867,939,7016,42969,0.163281,0.006497
36119,467,3920,19783,0.198150,0.007884
12264,164,1208,8115,0.148860,0.005923
42182,836,6625,38332,0.172832,0.006877
823,1,16,16,1.000000,0.039789
16791,250,1877,11489,0.163374,0.006500
309919,8160,64785,367839,0.176123,0.007008
655,3,59,59,1.000000,0.039789
36454,665,4926,31427,0.156744,0.006237
5459,32,687,845,0.813018,0.032349
3509,19,141,1037,0.135969,0.005410
3218,18,189,689,0.274311,0.010914
79278,1719,14436,79260,0.182135,0.007247
1484,1,36,64,0.562500,0.022381
59396,1210,8481,53898,0.157353,0.006261
860,2,34,41,0.829268,0.032996
488,1,16,36,0.444444,0.017684
37582,668,5061,28802,0.175717,0.006992
119288,2531,20857,115130,0.181160,0.007208
5888,26,384,684,0.561404,0.022338
11838,122,1409,4244,0.331998,0.013210
1947,9,33,375,0.088000,0.003501
10472,107,756,4692,0.161125,0.006411
1239,2,8,52,0.153846,0.006121
2281,5,69,192,0.359375,0.014299
8205,101,703,4597,0.152926,0.006085
30188,524,3544,23378,0.151596,0.006032
204,1,1,25,0.040000,0.001592
26606,459,3533,22135,0.159611,0.006351
1095,4,25,233,0.107296,0.004269
933,3,14,122,0.114754,0.004566
2730,8,197,305,0.645902,0.025700
779,1,9,9,1.000000,0.039789
1889,10,82,302,0.271523,0.010804
1310,5,15,131,0.114504,0.004556
39817,694,5629,32061,0.175572,0.006986
15115,206,1523,9024,0.168772,0.006715
1097,3,17,181,0.093923,0.003737
1730,2,25,41,0.609756,0.024261
19040,228,2576,9441,0.272852,0.010856
61790,1228,9517,54136,0.175798,0.006995
68492,1396,11579,67169,0.172386,0.006859
87008,1845,14478,86466,0.167442,0.006662
