# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-02T21:20:54Z
# N: 10000000  M: 3 (converged=false, min=8, max=20)  mode: inmemory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
step,P_vac,dS_vac,P_def,dS_def,P_Gen1,dS_Gen1,P_Gen2,dS_Gen2,P_Gen3,dS_Gen3,P_Anti1,dS_Anti1,Flux_Attr,Flux_Repu,Flux_Attr_Norm,Flux_Repu_Norm,P_Sterile,dS_Sterile,Mass_Gen1,Mass_Gen2,Mass_Gen3,Mass_Anti1,dS_vac_std,dS_def_std,dS_Gen1_std,dS_Gen2_std,dS_Gen3_std,dS_Anti1_std,dS_Sterile_std,Flux_Attr_std,Flux_Repu_std
1,4.999985000575978e-1,1.9490,4.999983000652775e-1,1.9492,5.678969906391574e-1,1.9572,4.942587056852190e-1,1.9533,5.181876107814035e-1,1.9525,5.027343769767909e-1,1.9562,1.4014427755451765e-2,4.4319282183687136e-2,5.8580939592791e-8,7.041364939676352e-7,4.619735285357658e-1,1.9561,4.55,6.54,7.73,4.45,0.000196,0.000020,0.022799,0.002826,0.005296,0.005049,0.001439,1.5293709742302496e-3,8.835564226591286e-4
2,2.544555955717967e-1,2.4295,2.544435293684723e-1,2.4302,2.881931915825015e-1,2.4296,2.511645847970264e-1,2.4390,2.633969073869001e-1,2.4395,2.552133872140070e-1,2.4385,1.6635492565820992e-2,8.565636913348109e-3,6.955590329809185e-8,1.3609311770897343e-7,2.345245939493895e-1,2.4386,4.55,6.54,7.73,4.45,0.000441,0.000238,0.022000,0.002353,0.004837,0.001833,0.008013,1.1800093803773343e-3,1.9353728613306958e-4
3,1.316358785155983e-1,3.7535,1.315905135909448e-1,3.7540,1.495039479372881e-1,3.7366,1.294503416443523e-1,3.7728,1.356811375770696e-1,3.7859,1.317043922199205e-1,3.7575,1.7245352439587355e-2,7.996636370253737e-3,7.211133136329206e-8,1.27107217915459e-7,1.210233824758380e-1,3.7762,4.55,6.54,7.73,4.45,0.000312,0.000327,0.021845,0.003509,0.024660,0.007144,0.017896,8.671765831483938e-4,3.466529106326607e-4
4,6.928657272894055e-2,4.9599,6.927177329723871e-2,4.9588,7.893572019109600e-2,4.9571,6.793599694615633e-2,4.9872,7.091995578494724e-2,5.0060,6.939817494213740e-2,4.9694,1.6891669392158883e-2,8.113038452489422e-3,7.065705255414227e-8,1.2888164101954944e-7,6.336002409091415e-2,4.9760,4.55,6.54,7.73,4.45,0.001095,0.000910,0.049964,0.001355,0.044271,0.016459,0.004743,8.57995899267423e-4,2.770307856687409e-4
5,3.708490927281725e-2,6.0604,3.708317600604136e-2,6.0609,4.214925554266124e-2,6.1556,3.621575276359221e-2,6.0976,3.777769894962765e-2,6.0907,3.701424076123901e-2,6.0936,1.6281935248238216e-2,8.161988337465726e-3,6.810620504391308e-8,1.2953588939783936e-7,3.395577877736997e-2,6.0445,4.55,6.54,7.73,4.45,0.001645,0.004523,0.026268,0.018788,0.038155,0.052545,0.032320,9.565489019465953e-4,7.641844288091121e-4
6,2.027952126638337e-2,7.0364,2.027292151981364e-2,7.0369,2.266203771425971e-2,7.3980,1.973492445347430e-2,7.1006,2.063058081379212e-2,6.9625,2.017585841135689e-2,7.0708,1.607836406439873e-2,8.173179619498636e-3,6.725594960042708e-8,1.2971128728646543e-7,1.860466124238395e-2,7.0226,4.55,6.54,7.73,4.45,0.007610,0.012440,0.147545,0.009657,0.093413,0.066408,0.041491,8.464552789390734e-4,7.733120318863339e-4
7,1.135253072948666e-2,7.8651,1.135096412297768e-2,7.8626,1.214124806178871e-2,8.2885,1.096723738043568e-2,7.9461,1.170918014460343e-2,7.7906,1.126538449787313e-2,7.9501,1.6436854220525102e-2,8.088244592210926e-3,6.875856712371654e-8,1.2837579404518233e-7,1.041867600074318e-2,7.9345,4.55,6.54,7.73,4.45,0.006141,0.012791,0.244823,0.028104,0.127816,0.190280,0.071457,9.071392931848859e-4,7.059029983236464e-4
8,6.542282109700322e-3,8.4831,6.542515434073999e-3,8.5034,6.878957012071901e-3,8.8060,6.292855947445968e-3,8.6123,6.727288841398026e-3,8.6166,6.429706984733221e-3,8.5336,1.6451064413874995e-2,7.900700584984049e-3,6.881415355911335e-8,1.254463888085776e-7,5.942356327757699e-3,8.7674,4.55,6.54,7.73,4.45,0.012094,0.030792,0.216387,0.071860,0.077900,0.089370,0.028429,7.339167496588085e-4,4.874230815525988e-4
9,3.909783197658543e-3,8.9825,3.899283600843061e-3,8.9686,4.015117777149315e-3,9.3992,3.716245917093115e-3,8.9972,3.965503718365787e-3,9.3177,3.855202039686435e-3,8.8649,1.618674729732358e-2,8.01685437847694e-3,6.770170764140677e-8,1.273002309794327e-7,3.462233187811725e-3,9.2044,4.55,6.54,7.73,4.45,0.008929,0.047711,1.265096,0.171047,0.033837,0.335582,0.512209,4.5911193215343496e-4,4.444022184708337e-4
10,2.401507782101167e-3,9.1296,2.405307636186771e-3,9.1701,2.410370933819633e-3,9.3753,2.306157698971807e-3,9.2106,2.378763318318164e-3,9.3690,2.391351171274174e-3,9.2836,1.6069552398773158e-2,8.25820184540101e-3,6.720778959091351e-8,1.3118409074458932e-7,2.127951212486792e-3,9.1427,4.55,6.54,7.73,4.45,0.063572,0.109482,0.556081,0.266079,0.204718,0.362500,0.939222,2.448902888999899e-4,2.6890526470666696e-4
