# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 5b07174 (dirty)
# Timestamp: 2026-02-24T20:23:41Z
# N: 10000000  M: 4 (converged=false, min=8, max=20)  mode: inmemory
# epsilon: 0.06666666666666667  tmax: 100  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
step,P_vac,dS_vac,P_def,dS_def,P_Gen1,dS_Gen1,P_Gen2,dS_Gen2,P_Gen3,dS_Gen3,P_Anti1,dS_Anti1,Flux_Attr,Flux_Repu,Flux_Attr_Norm,Flux_Repu_Norm,P_Sterile,dS_Sterile,Mass_Gen1,Mass_Gen2,Mass_Gen3,Mass_Anti1,dS_vac_std,dS_def_std,dS_Gen1_std,dS_Gen2_std,dS_Gen3_std,dS_Anti1_std,dS_Sterile_std,Flux_Attr_std,Flux_Repu_std
11,1.573777777777778e-3,8.7994,1.565444444444444e-3,8.8889,1.485444444444444e-3,9.2928,1.498333333333333e-3,9.1023,1.498666666666667e-3,9.1080,1.542222222222222e-3,8.9421,7.890141470734406e-2,2.615096351783504e-3,3.296977527292952e-7,4.1455698176500636e-8,1.484555555555556e-3,9.4006,4.55,6.54,7.73,4.45,0.116392,0.146812,0.159929,0.126969,0.225949,0.229262,0.099345,1.1670132516681986e-3,2.3126695540227565e-4
12,1.087666666666667e-3,8.3969,1.074777777777778e-3,8.3743,9.914444444444445e-4,8.8398,1.014000000000000e-3,8.7278,1.015555555555556e-3,8.7950,1.054777777777778e-3,8.7754,7.242035275349828e-2,2.321513701921061e-3,3.0261238379523217e-7,3.6795703274790196e-8,9.856666666666668e-4,8.4836,4.55,6.54,7.73,4.45,0.065682,0.097573,0.311980,0.087546,0.128266,0.069736,0.192312,1.8136726574905489e-3,1.0690326093142442e-4
13,7.804444444444444e-4,7.8994,7.777777777777777e-4,7.8967,7.098888888888889e-4,7.7345,7.227777777777778e-4,7.8039,7.188888888888889e-4,8.0304,7.410000000000000e-4,7.9270,6.592689364693469e-2,1.9334983556357499e-3,2.754728218931752e-7,3.0649378990514955e-8,7.308888888888888e-4,7.9118,4.55,6.54,7.73,4.45,0.459544,0.128645,0.253574,0.423346,0.138184,0.314544,0.185174,1.3530837465030336e-3,1.157142826825373e-5
14,5.916666666666668e-4,7.4730,5.847777777777778e-4,7.2630,5.462222222222222e-4,7.1081,5.556666666666667e-4,6.9685,5.468888888888889e-4,6.8331,5.725555555555555e-4,7.0156,5.999629852542888e-2,1.6853599635488108e-3,2.506848256332752e-7,2.6739726732287996e-8,5.356666666666667e-4,7.8245,4.55,6.54,7.73,4.45,0.408611,0.252270,0.324126,0.346788,0.325083,0.375701,0.085923,1.3704305770151398e-3,1.1511373041863582e-4
15,4.572222222222223e-4,6.5967,4.625555555555555e-4,6.4476,4.268888888888889e-4,6.5717,4.390000000000000e-4,6.8853,4.408888888888889e-4,6.2813,4.485555555555556e-4,6.6886,5.455838534807261e-2,1.5058596975348754e-3,2.2797505658060622e-7,2.3874873964358567e-8,4.175555555555556e-4,7.0104,4.55,6.54,7.73,4.45,0.534610,0.171719,0.358430,0.806052,0.289306,0.474463,0.218334,5.648824978674493e-4,1.432770480272245e-4
16,3.808888888888889e-4,5.1836,3.802222222222222e-4,6.2295,3.522222222222222e-4,5.6602,3.508888888888889e-4,6.3100,3.595555555555556e-4,6.0872,3.663333333333333e-4,6.0244,4.9756417963349966e-2,1.3000258110946908e-3,2.078861136578319e-7,2.0615197379489825e-8,3.354444444444444e-4,6.0097,4.55,6.54,7.73,4.45,0.587115,0.416441,0.642496,0.417102,0.141049,0.387591,0.314349,1.569333842146128e-3,1.2397337865028413e-4
17,3.305555555555556e-4,4.9710,3.132222222222222e-4,5.8339,2.995555555555555e-4,5.8511,2.957777777777778e-4,4.9029,3.012222222222223e-4,5.5630,3.076666666666667e-4,5.8147,4.5331891151068116e-2,1.2042712797219373e-3,1.8940618595881777e-7,1.9086589382227908e-8,2.866666666666667e-4,5.1666,4.55,6.54,7.73,4.45,0.211850,0.678525,0.696590,0.412114,0.215663,0.832875,0.596773,1.0848216658361444e-3,1.638338146486214e-4
18,2.842222222222222e-4,5.1186,2.696666666666666e-4,4.9049,2.495555555555555e-4,5.4869,2.628888888888889e-4,4.9447,2.591111111111111e-4,5.4335,2.601111111111111e-4,5.5205,4.107797013117063e-2,1.0520187943638944e-3,1.7163934214069182e-7,1.6709597949706614e-8,2.474444444444444e-4,5.7106,4.55,6.54,7.73,4.45,0.882842,0.518053,1.018925,0.318468,0.839357,0.377912,0.779525,7.813244071897352e-4,1.8616771730684987e-4
19,2.486666666666667e-4,4.8236,2.384444444444444e-4,4.1344,2.207777777777778e-4,4.2548,2.246666666666667e-4,5.0116,2.226666666666667e-4,4.9048,2.263333333333333e-4,4.1731,3.662029464922715e-2,9.044814135857988e-4,1.530117118577022e-7,1.4355785796610956e-8,2.086666666666667e-4,5.1705,4.55,6.54,7.73,4.45,0.671757,0.522077,0.987618,0.252113,1.124701,0.830906,1.454835,8.809419832492493e-4,1.0671354188769778e-4
20,2.204444444444444e-4,4.1534,2.168888888888889e-4,4.1909,1.994444444444444e-4,4.0806,2.018888888888889e-4,5.2093,2.001111111111111e-4,4.9538,2.087777777777778e-4,3.3570,3.2982674128219765e-2,8.320914729447191e-4,1.378334619354004e-7,1.3190939169702068e-8,1.884444444444445e-4,4.0432,4.55,6.54,7.73,4.45,0.706158,1.096970,0.514732,0.922364,0.550558,1.319689,1.147517,4.353603298175491e-4,8.101124526366828e-5
21,2.020000000000000e-4,3.5401,1.933333333333333e-4,4.2121,1.800000000000000e-4,4.8733,1.731111111111111e-4,4.9381,1.737777777777778e-4,5.5265,1.913333333333333e-4,3.9985,2.9958629671372958e-2,5.388402872358643e-4,1.2519017194806691e-7,8.541507465273563e-9,1.704444444444444e-4,4.0398,4.55,6.54,7.73,4.45,0.620265,1.284834,0.839565,0.923978,1.240475,0.946540,1.551140,6.592924637768993e-4,2.61187263192141e-5
22,1.862222222222222e-4,3.5630,1.774444444444444e-4,3.6027,1.581111111111111e-4,5.3167,1.595555555555556e-4,3.5945,1.537777777777778e-4,4.9093,1.725555555555556e-4,4.3013,2.6750893655367838e-2,4.723104391852101e-4,1.1180028669572044e-7,7.500203592269826e-9,1.554444444444444e-4,4.8736,4.55,6.54,7.73,4.45,1.152430,0.966488,1.610572,0.707701,0.716502,2.075388,0.706054,6.178057911675314e-4,5.9158149300907234e-5
23,1.717777777777778e-4,2.9364,1.641111111111111e-4,3.8621,1.413333333333333e-4,4.4213,1.470000000000000e-4,3.4846,1.390000000000000e-4,3.8413,1.573333333333333e-4,4.9705,2.3297862272347824e-2,5.114835812091895e-4,9.736199602384647e-8,8.113940121565136e-9,1.365555555555556e-4,4.4452,4.55,6.54,7.73,4.45,1.881440,1.506855,0.871970,1.291596,1.863558,0.483362,0.531065,4.2481433229833433e-4,6.59540456068804e-5
24,1.638888888888889e-4,3.6278,1.500000000000000e-4,3.8305,1.304444444444444e-4,3.5940,1.371111111111111e-4,3.8673,1.301111111111111e-4,2.8467,1.390000000000000e-4,4.5159,2.0556294002750584e-2,3.5279265531137926e-4,8.5903960962213e-8,5.595085353720633e-9,1.281111111111111e-4,4.1672,4.55,6.54,7.73,4.45,1.303549,2.186550,1.557233,0.301277,0.653674,1.372532,1.081310,3.8934605353294776e-4,7.392647003130257e-5
25,1.476666666666667e-4,4.6201,1.398888888888889e-4,3.6826,1.216666666666667e-4,4.5897,1.251111111111111e-4,4.2737,1.234444444444444e-4,3.1331,1.303333333333333e-4,4.1868,1.847751068200202e-2,2.9752194218364927e-4,7.720773158296089e-8,4.722142036669555e-9,1.147777777777778e-4,4.4475,4.55,6.54,7.73,4.45,0.964118,0.591045,1.744871,1.005561,0.413945,1.607341,1.432753,3.449987018790547e-4,2.7661729211445837e-5
26,1.362222222222222e-4,3.2892,1.294444444444445e-4,4.2028,1.085555555555556e-4,3.6368,1.155555555555556e-4,4.0637,1.147777777777778e-4,3.9320,1.175555555555555e-4,5.4249,1.5616754128639289e-2,1.7014687756062102e-4,6.52522348930317e-8,2.6935495855721556e-9,1.072222222222222e-4,3.4091,4.55,6.54,7.73,4.45,1.299261,0.916210,0.650843,1.091360,0.997662,1.977457,2.045205,2.9571960591524035e-4,2.1662344923594397e-5
27,1.301111111111111e-4,2.3923,1.190000000000000e-4,3.5607,1.057777777777778e-4,2.8220,1.070000000000000e-4,3.4853,1.061111111111111e-4,4.3875,1.057777777777778e-4,4.2453,1.3151906378271138e-2,1.669857510893372e-4,5.49536354017593e-8,2.65637590080405e-9,1.006666666666667e-4,2.3050,4.55,6.54,7.73,4.45,2.122445,1.795671,2.258010,1.129839,0.797783,1.652688,2.202756,3.571706974065295e-4,6.551997013045525e-5
28,1.246666666666667e-4,2.9196,1.134444444444444e-4,2.6284,9.777777777777778e-5,4.0413,1.015555555555556e-4,2.6501,9.755555555555555e-5,4.6436,1.004444444444444e-4,2.3926,1.1570049358044204e-2,2.0252823134838494e-4,4.835123169111894e-8,3.2178871738309753e-9,9.844444444444446e-5,3.3777,4.55,6.54,7.73,4.45,2.270626,1.321152,1.770294,3.480212,1.773733,1.574775,1.615129,1.829105553444394e-4,4.875019474829262e-5
29,1.172222222222222e-4,4.2797,1.083333333333333e-4,1.9069,9.155555555555555e-5,4.4796,9.733333333333333e-5,3.5375,8.988888888888889e-5,4.5678,9.711111111111110e-5,2.3016,9.728284190492122e-3,1.1949398108094133e-4,4.065193802660591e-8,1.9043705707302e-9,8.922222222222223e-5,4.4087,4.55,6.54,7.73,4.45,0.857939,1.169940,1.726638,3.491656,1.781360,2.377359,3.023607,1.0583976322010042e-4,4.898426827197333e-5
30,1.075555555555556e-4,4.3181,1.062222222222222e-4,2.5499,8.377777777777778e-5,5.1341,8.988888888888889e-5,4.9081,8.333333333333333e-5,4.8883,9.277777777777778e-5,3.4639,8.150741667745275e-3,9.535887770334971e-5,3.407448507332481e-8,1.5159524305651515e-9,8.455555555555556e-5,3.4378,4.55,6.54,7.73,4.45,1.821914,0.408903,0.598423,1.932980,1.138781,0.887410,2.226671,6.192841161140112e-4,2.618008806415447e-5
32,9.477777777777777e-5,3.0460,9.555555555555555e-5,3.2922,7.111111111111112e-5,4.6394,7.644444444444444e-5,4.5116,7.066666666666666e-5,4.1349,8.188888888888889e-5,3.5656,5.339101422434886e-3,4.349074270215633e-5,2.2313942250106964e-8,6.879189151835178e-10,7.533333333333333e-5,3.5867,4.55,6.54,7.73,4.45,1.856577,1.251716,0.553991,2.356721,0.461778,1.485057,1.345760,3.491568554019925e-4,6.337757853582192e-6
34,8.888888888888888e-5,1.4974,8.644444444444445e-5,3.0643,6.266666666666667e-5,3.2987,6.777777777777777e-5,3.0762,6.433333333333333e-5,2.9047,7.422222222222223e-5,3.7201,3.273651050961028e-3,2.383563007532143e-5,1.3684881558377612e-8,3.7885959397204676e-10,6.755555555555555e-5,5.0022,4.55,6.54,7.73,4.45,1.598231,0.461478,0.915351,1.805729,0.955881,0.892684,0.789757,2.437423211258086e-4,1.3768875293811262e-5
36,8.677777777777778e-5,2.4268,7.977777777777776e-5,2.1584,5.855555555555556e-5,1.8804,6.377777777777778e-5,3.5397,5.955555555555555e-5,3.6740,6.577777777777777e-5,4.6425,2.061927275332875e-3,1.1905170973612745e-5,8.617248261360996e-9,1.890325929486153e-10,5.611111111111111e-5,4.0643,4.55,6.54,7.73,4.45,1.429500,0.699809,0.904430,0.490408,2.172931,1.582708,1.932990,1.7764006854179183e-4,1.3048358322367831e-5
38,7.766666666666667e-5,3.2819,7.666666666666667e-5,2.4819,5.644444444444445e-5,2.1325,5.566666666666667e-5,4.3686,5.244444444444444e-5,2.5348,5.733333333333334e-5,3.1682,9.11404343710879e-4,0e0,3.808008860994513e-9,0e0,5.388888888888889e-5,3.8176,4.55,6.54,7.73,4.45,1.343701,1.006580,1.751875,1.734149,2.391178,1.304434,2.294599,1.118029583911507e-4,0e0
40,7.300000000000000e-5,2.7872,6.999999999999999e-5,3.4016,5.233333333333333e-5,6.3343,5.066666666666667e-5,5.5241,5.211111111111112e-5,2.6684,5.566666666666667e-5,2.2090,3.930223778371021e-4,7.998096031697243e-6,1.6419922965388459e-9,1.279730881783136e-10,4.588888888888889e-5,3.9506,4.55,6.54,7.73,4.45,1.209096,0.775284,0.639744,0.731654,2.167427,2.276596,1.966976,6.772227561911202e-5,8.00022174980559e-6
42,6.755555555555557e-5,2.3998,6.466666666666666e-5,2.6220,4.111111111111112e-5,5.0080,4.222222222222222e-5,5.0188,4.588888888888889e-5,5.3184,5.133333333333333e-5,3.0609,1.1502440639142297e-4,0e0,4.805241694243149e-10,0e0,4.422222222222222e-5,1.4187,4.55,6.54,7.73,4.45,1.478360,1.336112,1.103797,2.453435,1.825905,1.768207,2.642189,2.3877225455168757e-5,0e0
44,6.511111111111111e-5,2.4857,6.177777777777777e-5,2.2242,4.122222222222222e-5,1.4744,3.988888888888889e-5,2.9026,4.044444444444444e-5,4.2761,4.811111111111111e-5,3.1131,2.3849759474575814e-5,0e0,9.956359491188945e-11,0e0,4.288888888888889e-5,2.8884,4.55,6.54,7.73,4.45,0.453598,2.107405,0.523088,1.805798,2.860905,1.958660,5.282602,8.15099304543843e-6,0e0
46,6.033333333333334e-5,2.1790,5.844444444444445e-5,2.2570,3.844444444444444e-5,4.9593,3.700000000000000e-5,0.7815,3.777777777777778e-5,1.4330,4.455555555555556e-5,3.6141,7.866954142832506e-6,0e0,3.276828945927174e-11,0e0,3.877777777777778e-5,4.5267,4.55,6.54,7.73,4.45,0.863146,2.161584,3.049276,3.155384,4.572685,2.004473,2.008907,7.866954212942889e-6,0e0
48,5.922222222222222e-5,2.3171,5.600000000000000e-5,0.7409,3.322222222222222e-5,3.9881,3.855555555555556e-5,3.6495,3.800000000000000e-5,4.6570,4.111111111111111e-5,3.0581,3.93310573761465e-6,0e0,1.6367208775611932e-11,0e0,3.522222222222222e-5,4.3594,4.55,6.54,7.73,4.45,0.917093,2.064063,2.218637,1.447875,1.394361,2.428517,5.285827,6.812338969089239e-6,0e0
50,5.477777777777778e-5,0.9556,5.666666666666667e-5,3.1109,3.255555555555555e-5,0.8500,3.177777777777777e-5,6.2692,3.111111111111111e-5,8.7457,3.922222222222222e-5,2.9346,0e0,0e0,0e0,0e0,3.233333333333333e-5,4.6662,4.55,6.54,7.73,4.45,1.055644,2.557424,2.499407,3.102508,4.138790,3.174430,4.632979,0e0,0e0
52,5.700000000000000e-5,0.9119,4.944444444444445e-5,3.8366,3.211111111111111e-5,2.8071,3.000000000000000e-5,2.2777,2.677777777777778e-5,1.6277,3.655555555555556e-5,1.9882,0e0,0e0,0e0,0e0,2.922222222222222e-5,1.1877,4.55,6.54,7.73,4.45,0.709818,1.722989,2.972491,4.835186,3.318696,1.416008,5.633122,0e0,0e0
54,5.288888888888889e-5,2.7093,4.888888888888890e-5,0.3049,2.922222222222222e-5,7.7328,2.911111111111111e-5,5.5269,2.922222222222222e-5,1.8540,3.633333333333333e-5,6.2486,0e0,0e0,0e0,0e0,3.088888888888889e-5,3.5013,4.55,6.54,7.73,4.45,0.697158,1.981454,3.661373,1.637511,4.627610,3.761272,3.902704,0e0,0e0
56,5.155555555555556e-5,3.0405,4.888888888888889e-5,1.1028,2.411111111111111e-5,7.2475,2.444444444444444e-5,1.9921,2.500000000000000e-5,6.9731,2.900000000000000e-5,6.5249,0e0,0e0,0e0,0e0,2.566666666666667e-5,8.6623,4.55,6.54,7.73,4.45,2.045013,2.174026,3.977725,4.702296,5.553160,2.160065,3.530671,0e0,0e0
58,4.744444444444444e-5,2.2735,4.700000000000000e-5,3.2010,2.255555555555556e-5,-2.5557,2.711111111111111e-5,0.2647,2.277777777777778e-5,-1.7498,2.877777777777778e-5,2.6742,0e0,0e0,0e0,0e0,2.266666666666667e-5,4.0327,4.55,6.54,7.73,4.45,2.538807,2.755780,3.401126,2.344780,2.478472,3.783743,2.923041,0e0,0e0
60,4.766666666666667e-5,0.8548,4.377777777777777e-5,2.4359,2.633333333333333e-5,-1.3009,2.422222222222222e-5,2.9691,2.655555555555555e-5,-2.2537,2.644444444444444e-5,4.2203,0e0,0e0,0e0,0e0,2.233333333333333e-5,-0.1466,4.55,6.54,7.73,4.45,0.795656,2.272852,5.738035,3.396627,6.491777,3.623113,2.506986,0e0,0e0
62,4.611111111111112e-5,2.7161,4.333333333333333e-5,2.1999,2.355555555555556e-5,9.9341,2.455555555555556e-5,2.9820,2.455555555555556e-5,9.6587,2.500000000000000e-5,2.0174,0e0,0e0,0e0,0e0,2.277777777777778e-5,-1.9421,4.55,6.54,7.73,4.45,1.123011,0.874598,4.371452,6.397455,4.356608,4.994270,5.317910,0e0,0e0
64,4.366666666666667e-5,1.1777,4.077777777777778e-5,2.4718,1.911111111111111e-5,4.1855,2.200000000000000e-5,6.5644,1.944444444444445e-5,4.8349,2.477777777777778e-5,2.6673,0e0,0e0,0e0,0e0,2.377777777777778e-5,5.8012,4.55,6.54,7.73,4.45,1.886648,2.917707,5.259484,2.165093,2.361081,5.387096,6.330077,0e0,0e0
66,4.444444444444445e-5,-0.0000,4.011111111111111e-5,-0.7993,2.066666666666667e-5,-3.9708,2.000000000000000e-5,2.5990,2.111111111111111e-5,5.9771,2.300000000000000e-5,2.9378,0e0,0e0,0e0,0e0,1.900000000000000e-5,4.4493,4.55,6.54,7.73,4.45,1.976015,1.556802,1.667169,5.211038,5.792667,8.055361,4.599717,0e0,0e0
68,4.366666666666667e-5,0.9478,4.177777777777777e-5,0.7617,2.155555555555556e-5,2.8580,2.033333333333333e-5,-0.7471,1.622222222222222e-5,1.0907,2.266666666666667e-5,1.1693,0e0,0e0,0e0,0e0,2.077777777777777e-5,1.8378,4.55,6.54,7.73,4.45,2.232133,1.673923,6.092717,7.390914,9.178375,1.159548,7.194488,0e0,0e0
70,4.322222222222222e-5,2.6822,3.922222222222222e-5,3.4188,1.900000000000000e-5,11.4144,2.044444444444445e-5,5.8106,2.044444444444445e-5,-9.5835,2.222222222222222e-5,4.5745,0e0,0e0,0e0,0e0,1.800000000000000e-5,6.5671,4.55,6.54,7.73,4.45,1.377780,2.967651,7.290852,3.417281,5.867023,9.234389,8.640547,0e0,0e0
72,4.044444444444444e-5,2.9889,3.788888888888889e-5,0.7209,1.555555555555555e-5,4.7158,1.722222222222222e-5,5.7114,2.133333333333333e-5,12.5032,1.988888888888889e-5,3.9925,0e0,0e0,0e0,0e0,1.722222222222222e-5,1.8227,4.55,6.54,7.73,4.45,2.227950,1.696545,7.167884,7.599090,9.261781,2.396150,6.653270,0e0,0e0
74,3.977777777777777e-5,0.7183,3.844444444444444e-5,0.8782,1.666666666666667e-5,2.4579,1.744444444444444e-5,4.5663,1.444444444444444e-5,15.5811,1.988888888888889e-5,0.8360,0e0,0e0,0e0,0e0,1.711111111111111e-5,4.5663,4.55,6.54,7.73,4.45,2.844123,2.918599,9.579563,3.288694,13.142738,3.303513,5.218135,0e0,0e0
76,3.966666666666667e-5,-0.1060,3.700000000000000e-5,3.4457,1.455555555555555e-5,4.2852,1.522222222222222e-5,9.2722,1.400000000000000e-5,0.5890,1.944444444444445e-5,1.5155,0e0,0e0,0e0,0e0,1.522222222222222e-5,3.3505,4.55,6.54,7.73,4.45,2.722228,1.928828,3.653529,5.739010,8.420569,2.874675,8.270361,0e0,0e0
78,3.988888888888889e-5,0.6609,3.511111111111111e-5,-0.4656,1.488888888888889e-5,4.0751,1.366666666666667e-5,5.8213,1.422222222222222e-5,-5.2066,1.911111111111111e-5,2.2943,0e0,0e0,0e0,0e0,1.566666666666667e-5,3.5742,4.55,6.54,7.73,4.45,2.468401,2.863158,1.616966,10.134437,10.504410,5.113722,9.684195,0e0,0e0
80,3.900000000000000e-5,1.0154,3.744444444444445e-5,-0.0000,1.311111111111111e-5,3.4255,1.311111111111111e-5,3.0388,1.600000000000000e-5,1.5935,1.833333333333333e-5,5.7407,0e0,0e0,0e0,0e0,1.388888888888889e-5,7.1215,4.55,6.54,7.73,4.45,1.573259,2.302146,7.544844,6.172971,18.837421,4.614825,9.643174,0e0,0e0
82,3.888888888888889e-5,0.7068,3.511111111111111e-5,2.7674,1.366666666666667e-5,8.0333,1.266666666666667e-5,-1.3665,1.366666666666667e-5,7.8167,1.655555555555556e-5,2.8281,0e0,0e0,0e0,0e0,1.311111111111111e-5,4.5015,4.55,6.54,7.73,4.45,1.918728,1.213332,8.993328,12.619397,5.996247,6.004733,13.600043,0e0,0e0
84,3.833333333333333e-5,4.9610,3.500000000000000e-5,1.6257,1.077777777777778e-5,11.7403,1.355555555555556e-5,-1.4481,1.322222222222222e-5,-3.9091,1.711111111111111e-5,4.7702,0e0,0e0,0e0,0e0,1.244444444444444e-5,-0.3544,4.55,6.54,7.73,4.45,2.461162,3.411011,2.569261,17.611492,9.226351,10.105657,15.902332,0e0,0e0
86,3.455555555555556e-5,2.7000,3.377777777777778e-5,2.8202,1.033333333333333e-5,-2.1609,1.311111111111111e-5,4.8441,1.500000000000000e-5,4.1699,1.477777777777778e-5,12.1824,0e0,0e0,0e0,0e0,1.322222222222222e-5,-1.1364,4.55,6.54,7.73,4.45,1.491276,2.989463,4.837989,3.314433,4.779326,10.740027,3.058574,0e0,0e0
88,3.600000000000000e-5,-1.1173,3.277777777777778e-5,2.3785,1.133333333333333e-5,-5.3390,1.211111111111111e-5,10.4739,1.200000000000000e-5,9.8166,1.288888888888889e-5,1.0037,0e0,0e0,0e0,0e0,1.277777777777778e-5,7.2149,4.55,6.54,7.73,4.45,3.929171,3.289358,8.650685,8.259158,5.730416,4.084857,14.743034,0e0,0e0
